x,y
296.55696202531647,149.0
296.49367088607596,149.0
296.43037974683546,149.0
296.36708860759495,149.0
296.30379746835445,149.0
296.24050632911394,149.0
296.17721518987344,149.0
296.11392405063293,149.0
296.0506329113924,149.0
295.9873417721519,149.0
295.9240506329114,149.0
295.8607594936709,149.0
295.7974683544304,149.0
295.73417721518985,149.0
295.67088607594934,149.0
295.60759493670884,149.0
295.54430379746833,149.0
295.4810126582278,149.0
295.4177215189873,149.0
295.3544303797468,149.0
295.2911392405063,149.0
295.2278481012658,149.0
295.1645569620253,149.0
295.1012658227848,149.0
295.0379746835443,149.0
294.9746835443038,149.0
294.9113924050633,149.0
294.8481012658228,149.0
294.7848101265823,149.0
294.72151898734177,149.0
294.65822784810126,149.0
294.59493670886076,149.0
294.53164556962025,149.0
294.46835443037975,149.0
294.40506329113924,149.0
294.34177215189874,149.0
294.27848101265823,149.0
294.2151898734177,149.0
294.1518987341772,149.0
294.0886075949367,149.0
294.0253164556962,149.0
293.9620253164557,149.0
293.8987341772152,149.0
293.8354430379747,149.0
293.7721518987342,149.0
293.7088607594937,149.0
293.6455696202532,149.0
293.5822784810127,149.0
293.5189873417722,149.0
293.45569620253167,149.0
293.39240506329116,149.0
293.32911392405066,149.0
293.2658227848101,149.0
293.2025316455696,149.0
293.1392405063291,149.0
293.0759493670886,149.0
293.0126582278481,149.0
292.9493670886076,149.0
292.88607594936707,149.0
292.82278481012656,149.0
292.75949367088606,149.0
292.69620253164555,149.0
292.63291139240505,149.0
292.56962025316454,149.0
292.50632911392404,149.0
292.44303797468353,149.0
292.37974683544303,149.0
292.3164556962025,149.0
292.253164556962,149.0
292.1898734177215,149.0
292.126582278481,149.0
292.0632911392405,149.0
292.0,149.0
292.0,149.0
291.9873417721519,149.0126582278481
291.9746835443038,149.0253164556962
291.9620253164557,149.0379746835443
291.9493670886076,149.0506329113924
291.9367088607595,149.0632911392405
291.9240506329114,149.0759493670886
291.9113924050633,149.08860759493672
291.8987341772152,149.1012658227848
291.88607594936707,149.1139240506329
291.873417721519,149.126582278481
291.8607594936709,149.13924050632912
291.8481012658228,149.15189873417722
291.8354430379747,149.16455696202533
291.82278481012656,149.1772151898734
291.8101265822785,149.18987341772151
291.7974683544304,149.20253164556962
291.7848101265823,149.21518987341773
291.7721518987342,149.22784810126583
291.75949367088606,149.2405063291139
291.746835443038,149.25316455696202
291.73417721518985,149.26582278481013
291.72151898734177,149.27848101265823
291.7088607594937,149.29113924050634
291.69620253164555,149.30379746835442
291.6835443037975,149.31645569620252
291.67088607594934,149.32911392405063
291.65822784810126,149.34177215189874
291.6455696202532,149.35443037974684
291.63291139240505,149.36708860759492
291.62025316455697,149.37974683544303
291.60759493670884,149.39240506329114
291.59493670886076,149.40506329113924
291.5822784810127,149.41772151898735
291.56962025316454,149.43037974683546
291.55696202531647,149.44303797468353
291.54430379746833,149.45569620253164
291.53164556962025,149.46835443037975
291.5189873417722,149.48101265822785
291.50632911392404,149.49367088607596
291.49367088607596,149.50632911392404
291.4810126582278,149.51898734177215
291.46835443037975,149.53164556962025
291.45569620253167,149.54430379746836
291.44303797468353,149.55696202531647
291.43037974683546,149.56962025316454
291.4177215189873,149.58227848101265
291.40506329113924,149.59493670886076
291.39240506329116,149.60759493670886
291.37974683544303,149.62025316455697
291.36708860759495,149.63291139240508
291.3544303797468,149.64556962025316
291.34177215189874,149.65822784810126
291.32911392405066,149.67088607594937
291.3164556962025,149.68354430379748
291.30379746835445,149.69620253164558
291.2911392405063,149.70886075949366
291.27848101265823,149.72151898734177
291.26582278481015,149.73417721518987
291.253164556962,149.74683544303798
291.24050632911394,149.7594936708861
291.2278481012658,149.77215189873417
291.2151898734177,149.78481012658227
291.2025316455696,149.79746835443038
291.1898734177215,149.81012658227849
291.17721518987344,149.8227848101266
291.1645569620253,149.83544303797467
291.1518987341772,149.84810126582278
291.1392405063291,149.86075949367088
291.126582278481,149.873417721519
291.11392405063293,149.8860759493671
291.1012658227848,149.8987341772152
291.0886075949367,149.91139240506328
291.0759493670886,149.9240506329114
291.0632911392405,149.9367088607595
291.0506329113924,149.9493670886076
291.0379746835443,149.9620253164557
291.0253164556962,149.9746835443038
291.0126582278481,149.9873417721519
291.0,150.0
291.0,150.0
290.8607594936709,150.0
290.72151898734177,150.0
290.5822784810127,150.0
290.44303797468353,150.0
290.30379746835445,150.0
290.1645569620253,150.0
290.0253164556962,150.0
289.88607594936707,150.0
289.746835443038,150.0
289.60759493670884,150.0
289.46835443037975,150.0
289.32911392405066,150.0
289.1898734177215,150.0
289.0506329113924,150.0
288.9113924050633,150.0
288.7721518987342,150.0
288.63291139240505,150.0
288.49367088607596,150.0
288.3544303797468,150.0
288.2151898734177,150.0
288.0759493670886,150.0
287.9367088607595,150.0
287.7974683544304,150.0
287.65822784810126,150.0
287.5189873417722,150.0
287.37974683544303,150.0
287.24050632911394,150.0
287.1012658227848,150.0
286.9620253164557,150.0
286.82278481012656,150.0
286.6835443037975,150.0
286.54430379746833,150.0
286.40506329113924,150.0
286.26582278481015,150.0
286.126582278481,150.0
285.9873417721519,150.0
285.8481012658228,150.0
285.7088607594937,150.0
285.56962025316454,150.0
285.43037974683546,150.0
285.2911392405063,150.0
285.1518987341772,150.0
285.0126582278481,150.0
284.873417721519,150.0
284.7341772151899,150.0
284.59493670886076,150.0
284.45569620253167,150.0
284.3164556962025,150.0
284.17721518987344,150.0
284.0379746835443,150.0
283.8987341772152,150.0
283.75949367088606,150.0
283.62025316455697,150.0
283.4810126582278,150.0
283.34177215189874,150.0
283.2025316455696,150.0
283.0632911392405,150.0
282.9240506329114,150.0
282.7848101265823,150.0
282.6455696202532,150.0
282.50632911392404,150.0
282.36708860759495,150.0
282.2278481012658,150.0
282.0886075949367,150.0
281.9493670886076,150.0
281.8101265822785,150.0
281.67088607594934,150.0
281.53164556962025,150.0
281.39240506329116,150.0
281.253164556962,150.0
281.11392405063293,150.0
280.9746835443038,150.0
280.8354430379747,150.0
280.69620253164555,150.0
280.55696202531647,150.0
280.4177215189873,150.0
280.27848101265823,150.0
280.1392405063291,150.0
280.0,150.0
280.0,150.0
279.9873417721519,150.0126582278481
279.9746835443038,150.0253164556962
279.9620253164557,150.0379746835443
279.9493670886076,150.0506329113924
279.9367088607595,150.0632911392405
279.9240506329114,150.0759493670886
279.9113924050633,150.08860759493672
279.8987341772152,150.1012658227848
279.88607594936707,150.1139240506329
279.873417721519,150.126582278481
279.8607594936709,150.13924050632912
279.8481012658228,150.15189873417722
279.8354430379747,150.16455696202533
279.82278481012656,150.1772151898734
279.8101265822785,150.18987341772151
279.7974683544304,150.20253164556962
279.7848101265823,150.21518987341773
279.7721518987342,150.22784810126583
279.75949367088606,150.2405063291139
279.746835443038,150.25316455696202
279.73417721518985,150.26582278481013
279.72151898734177,150.27848101265823
279.7088607594937,150.29113924050634
279.69620253164555,150.30379746835442
279.6835443037975,150.31645569620252
279.67088607594934,150.32911392405063
279.65822784810126,150.34177215189874
279.6455696202532,150.35443037974684
279.63291139240505,150.36708860759492
279.62025316455697,150.37974683544303
279.60759493670884,150.39240506329114
279.59493670886076,150.40506329113924
279.5822784810127,150.41772151898735
279.56962025316454,150.43037974683546
279.55696202531647,150.44303797468353
279.54430379746833,150.45569620253164
279.53164556962025,150.46835443037975
279.5189873417722,150.48101265822785
279.50632911392404,150.49367088607596
279.49367088607596,150.50632911392404
279.4810126582278,150.51898734177215
279.46835443037975,150.53164556962025
279.45569620253167,150.54430379746836
279.44303797468353,150.55696202531647
279.43037974683546,150.56962025316454
279.4177215189873,150.58227848101265
279.40506329113924,150.59493670886076
279.39240506329116,150.60759493670886
279.37974683544303,150.62025316455697
279.36708860759495,150.63291139240508
279.3544303797468,150.64556962025316
279.34177215189874,150.65822784810126
279.32911392405066,150.67088607594937
279.3164556962025,150.68354430379748
279.30379746835445,150.69620253164558
279.2911392405063,150.70886075949366
279.27848101265823,150.72151898734177
279.26582278481015,150.73417721518987
279.253164556962,150.74683544303798
279.24050632911394,150.7594936708861
279.2278481012658,150.77215189873417
279.2151898734177,150.78481012658227
279.2025316455696,150.79746835443038
279.1898734177215,150.81012658227849
279.17721518987344,150.8227848101266
279.1645569620253,150.83544303797467
279.1518987341772,150.84810126582278
279.1392405063291,150.86075949367088
279.126582278481,150.873417721519
279.11392405063293,150.8860759493671
279.1012658227848,150.8987341772152
279.0886075949367,150.91139240506328
279.0759493670886,150.9240506329114
279.0632911392405,150.9367088607595
279.0506329113924,150.9493670886076
279.0379746835443,150.9620253164557
279.0253164556962,150.9746835443038
279.0126582278481,150.9873417721519
279.0,151.0
279.0,151.0
278.8987341772152,151.0
278.7974683544304,151.0
278.69620253164555,151.0
278.59493670886076,151.0
278.49367088607596,151.0
278.39240506329116,151.0
278.2911392405063,151.0
278.1898734177215,151.0
278.0886075949367,151.0
277.9873417721519,151.0
277.88607594936707,151.0
277.7848101265823,151.0
277.6835443037975,151.0
277.5822784810127,151.0
277.4810126582278,151.0
277.37974683544303,151.0
277.27848101265823,151.0
277.17721518987344,151.0
277.0759493670886,151.0
276.9746835443038,151.0
276.873417721519,151.0
276.7721518987342,151.0
276.67088607594934,151.0
276.56962025316454,151.0
276.46835443037975,151.0
276.36708860759495,151.0
276.26582278481015,151.0
276.1645569620253,151.0
276.0632911392405,151.0
275.9620253164557,151.0
275.8607594936709,151.0
275.75949367088606,151.0
275.65822784810126,151.0
275.55696202531647,151.0
275.45569620253167,151.0
275.3544303797468,151.0
275.253164556962,151.0
275.1518987341772,151.0
275.0506329113924,151.0
274.9493670886076,151.0
274.8481012658228,151.0
274.746835443038,151.0
274.6455696202532,151.0
274.54430379746833,151.0
274.44303797468353,151.0
274.34177215189874,151.0
274.24050632911394,151.0
274.1392405063291,151.0
274.0379746835443,151.0
273.9367088607595,151.0
273.8354430379747,151.0
273.7341772151899,151.0
273.63291139240505,151.0
273.53164556962025,151.0
273.43037974683546,151.0
273.32911392405066,151.0
273.2278481012658,151.0
273.126582278481,151.0
273.0253164556962,151.0
272.9240506329114,151.0
272.82278481012656,151.0
272.72151898734177,151.0
272.62025316455697,151.0
272.5189873417722,151.0
272.4177215189873,151.0
272.3164556962025,151.0
272.2151898734177,151.0
272.11392405063293,151.0
272.0126582278481,151.0
271.9113924050633,151.0
271.8101265822785,151.0
271.7088607594937,151.0
271.60759493670884,151.0
271.50632911392404,151.0
271.40506329113924,151.0
271.30379746835445,151.0
271.2025316455696,151.0
271.1012658227848,151.0
271.0,151.0
271.0,151.0
270.9873417721519,151.0126582278481
270.9746835443038,151.0253164556962
270.9620253164557,151.0379746835443
270.9493670886076,151.0506329113924
270.9367088607595,151.0632911392405
270.9240506329114,151.0759493670886
270.9113924050633,151.08860759493672
270.8987341772152,151.1012658227848
270.88607594936707,151.1139240506329
270.873417721519,151.126582278481
270.8607594936709,151.13924050632912
270.8481012658228,151.15189873417722
270.8354430379747,151.16455696202533
270.82278481012656,151.1772151898734
270.8101265822785,151.18987341772151
270.7974683544304,151.20253164556962
270.7848101265823,151.21518987341773
270.7721518987342,151.22784810126583
270.75949367088606,151.2405063291139
270.746835443038,151.25316455696202
270.73417721518985,151.26582278481013
270.72151898734177,151.27848101265823
270.7088607594937,151.29113924050634
270.69620253164555,151.30379746835442
270.6835443037975,151.31645569620252
270.67088607594934,151.32911392405063
270.65822784810126,151.34177215189874
270.6455696202532,151.35443037974684
270.63291139240505,151.36708860759492
270.62025316455697,151.37974683544303
270.60759493670884,151.39240506329114
270.59493670886076,151.40506329113924
270.5822784810127,151.41772151898735
270.56962025316454,151.43037974683546
270.55696202531647,151.44303797468353
270.54430379746833,151.45569620253164
270.53164556962025,151.46835443037975
270.5189873417722,151.48101265822785
270.50632911392404,151.49367088607596
270.49367088607596,151.50632911392404
270.4810126582278,151.51898734177215
270.46835443037975,151.53164556962025
270.45569620253167,151.54430379746836
270.44303797468353,151.55696202531647
270.43037974683546,151.56962025316454
270.4177215189873,151.58227848101265
270.40506329113924,151.59493670886076
270.39240506329116,151.60759493670886
270.37974683544303,151.62025316455697
270.36708860759495,151.63291139240508
270.3544303797468,151.64556962025316
270.34177215189874,151.65822784810126
270.32911392405066,151.67088607594937
270.3164556962025,151.68354430379748
270.30379746835445,151.69620253164558
270.2911392405063,151.70886075949366
270.27848101265823,151.72151898734177
270.26582278481015,151.73417721518987
270.253164556962,151.74683544303798
270.24050632911394,151.7594936708861
270.2278481012658,151.77215189873417
270.2151898734177,151.78481012658227
270.2025316455696,151.79746835443038
270.1898734177215,151.81012658227849
270.17721518987344,151.8227848101266
270.1645569620253,151.83544303797467
270.1518987341772,151.84810126582278
270.1392405063291,151.86075949367088
270.126582278481,151.873417721519
270.11392405063293,151.8860759493671
270.1012658227848,151.8987341772152
270.0886075949367,151.91139240506328
270.0759493670886,151.9240506329114
270.0632911392405,151.9367088607595
270.0506329113924,151.9493670886076
270.0379746835443,151.9620253164557
270.0253164556962,151.9746835443038
270.0126582278481,151.9873417721519
270.0,152.0
270.0,152.0
269.88607594936707,152.0
269.7721518987342,152.0
269.65822784810126,152.0
269.54430379746833,152.0
269.43037974683546,152.0
269.3164556962025,152.0
269.2025316455696,152.0
269.0886075949367,152.0
268.9746835443038,152.0
268.8607594936709,152.0
268.746835443038,152.0
268.63291139240505,152.0
268.5189873417722,152.0
268.40506329113924,152.0
268.2911392405063,152.0
268.17721518987344,152.0
268.0632911392405,152.0
267.9493670886076,152.0
267.8354430379747,152.0
267.72151898734177,152.0
267.60759493670884,152.0
267.49367088607596,152.0
267.37974683544303,152.0
267.26582278481015,152.0
267.1518987341772,152.0
267.0379746835443,152.0
266.9240506329114,152.0
266.8101265822785,152.0
266.69620253164555,152.0
266.5822784810127,152.0
266.46835443037975,152.0
266.3544303797468,152.0
266.24050632911394,152.0
266.126582278481,152.0
266.0126582278481,152.0
265.8987341772152,152.0
265.7848101265823,152.0
265.67088607594934,152.0
265.55696202531647,152.0
265.44303797468353,152.0
265.32911392405066,152.0
265.2151898734177,152.0
265.1012658227848,152.0
264.9873417721519,152.0
264.873417721519,152.0
264.75949367088606,152.0
264.6455696202532,152.0
264.53164556962025,152.0
264.4177215189873,152.0
264.30379746835445,152.0
264.1898734177215,152.0
264.0759493670886,152.0
263.9620253164557,152.0
263.8481012658228,152.0
263.7341772151899,152.0
263.62025316455697,152.0
263.50632911392404,152.0
263.39240506329116,152.0
263.27848101265823,152.0
263.1645569620253,152.0
263.0506329113924,152.0
262.9367088607595,152.0
262.82278481012656,152.0
262.7088607594937,152.0
262.59493670886076,152.0
262.4810126582278,152.0
262.36708860759495,152.0
262.253164556962,152.0
262.1392405063291,152.0
262.0253164556962,152.0
261.9113924050633,152.0
261.7974683544304,152.0
261.6835443037975,152.0
261.56962025316454,152.0
261.45569620253167,152.0
261.34177215189874,152.0
261.2278481012658,152.0
261.11392405063293,152.0
261.0,152.0
261.0,152.0
260.9873417721519,152.0126582278481
260.9746835443038,152.0253164556962
260.9620253164557,152.0379746835443
260.9493670886076,152.0506329113924
260.9367088607595,152.0632911392405
260.9240506329114,152.0759493670886
260.9113924050633,152.08860759493672
260.8987341772152,152.1012658227848
260.88607594936707,152.1139240506329
260.873417721519,152.126582278481
260.8607594936709,152.13924050632912
260.8481012658228,152.15189873417722
260.8354430379747,152.16455696202533
260.82278481012656,152.1772151898734
260.8101265822785,152.18987341772151
260.7974683544304,152.20253164556962
260.7848101265823,152.21518987341773
260.7721518987342,152.22784810126583
260.75949367088606,152.2405063291139
260.746835443038,152.25316455696202
260.73417721518985,152.26582278481013
260.72151898734177,152.27848101265823
260.7088607594937,152.29113924050634
260.69620253164555,152.30379746835442
260.6835443037975,152.31645569620252
260.67088607594934,152.32911392405063
260.65822784810126,152.34177215189874
260.6455696202532,152.35443037974684
260.63291139240505,152.36708860759492
260.62025316455697,152.37974683544303
260.60759493670884,152.39240506329114
260.59493670886076,152.40506329113924
260.5822784810127,152.41772151898735
260.56962025316454,152.43037974683546
260.55696202531647,152.44303797468353
260.54430379746833,152.45569620253164
260.53164556962025,152.46835443037975
260.5189873417722,152.48101265822785
260.50632911392404,152.49367088607596
260.49367088607596,152.50632911392404
260.4810126582278,152.51898734177215
260.46835443037975,152.53164556962025
260.45569620253167,152.54430379746836
260.44303797468353,152.55696202531647
260.43037974683546,152.56962025316454
260.4177215189873,152.58227848101265
260.40506329113924,152.59493670886076
260.39240506329116,152.60759493670886
260.37974683544303,152.62025316455697
260.36708860759495,152.63291139240508
260.3544303797468,152.64556962025316
260.34177215189874,152.65822784810126
260.32911392405066,152.67088607594937
260.3164556962025,152.68354430379748
260.30379746835445,152.69620253164558
260.2911392405063,152.70886075949366
260.27848101265823,152.72151898734177
260.26582278481015,152.73417721518987
260.253164556962,152.74683544303798
260.24050632911394,152.7594936708861
260.2278481012658,152.77215189873417
260.2151898734177,152.78481012658227
260.2025316455696,152.79746835443038
260.1898734177215,152.81012658227849
260.17721518987344,152.8227848101266
260.1645569620253,152.83544303797467
260.1518987341772,152.84810126582278
260.1392405063291,152.86075949367088
260.126582278481,152.873417721519
260.11392405063293,152.8860759493671
260.1012658227848,152.8987341772152
260.0886075949367,152.91139240506328
260.0759493670886,152.9240506329114
260.0632911392405,152.9367088607595
260.0506329113924,152.9493670886076
260.0379746835443,152.9620253164557
260.0253164556962,152.9746835443038
260.0126582278481,152.9873417721519
260.0,153.0
260.0,153.0
259.9873417721519,153.0
259.9746835443038,153.0
259.9620253164557,153.0
259.9493670886076,153.0
259.9367088607595,153.0
259.9240506329114,153.0
259.9113924050633,153.0
259.8987341772152,153.0
259.88607594936707,153.0
259.873417721519,153.0
259.8607594936709,153.0
259.8481012658228,153.0
259.8354430379747,153.0
259.82278481012656,153.0
259.8101265822785,153.0
259.7974683544304,153.0
259.7848101265823,153.0
259.7721518987342,153.0
259.75949367088606,153.0
259.746835443038,153.0
259.73417721518985,153.0
259.72151898734177,153.0
259.7088607594937,153.0
259.69620253164555,153.0
259.6835443037975,153.0
259.67088607594934,153.0
259.65822784810126,153.0
259.6455696202532,153.0
259.63291139240505,153.0
259.62025316455697,153.0
259.60759493670884,153.0
259.59493670886076,153.0
259.5822784810127,153.0
259.56962025316454,153.0
259.55696202531647,153.0
259.54430379746833,153.0
259.53164556962025,153.0
259.5189873417722,153.0
259.50632911392404,153.0
259.49367088607596,153.0
259.4810126582278,153.0
259.46835443037975,153.0
259.45569620253167,153.0
259.44303797468353,153.0
259.43037974683546,153.0
259.4177215189873,153.0
259.40506329113924,153.0
259.39240506329116,153.0
259.37974683544303,153.0
259.36708860759495,153.0
259.3544303797468,153.0
259.34177215189874,153.0
259.32911392405066,153.0
259.3164556962025,153.0
259.30379746835445,153.0
259.2911392405063,153.0
259.27848101265823,153.0
259.26582278481015,153.0
259.253164556962,153.0
259.24050632911394,153.0
259.2278481012658,153.0
259.2151898734177,153.0
259.2025316455696,153.0
259.1898734177215,153.0
259.17721518987344,153.0
259.1645569620253,153.0
259.1518987341772,153.0
259.1392405063291,153.0
259.126582278481,153.0
259.11392405063293,153.0
259.1012658227848,153.0
259.0886075949367,153.0
259.0759493670886,153.0
259.0632911392405,153.0
259.0506329113924,153.0
259.0379746835443,153.0
259.0253164556962,153.0
259.0126582278481,153.0
259.0,153.0
259.0,153.0
258.9873417721519,152.9873417721519
258.9746835443038,152.9746835443038
258.9620253164557,152.9620253164557
258.9493670886076,152.9493670886076
258.9367088607595,152.9367088607595
258.9240506329114,152.9240506329114
258.9113924050633,152.91139240506328
258.8987341772152,152.8987341772152
258.88607594936707,152.8860759493671
258.873417721519,152.873417721519
258.8607594936709,152.86075949367088
258.8481012658228,152.84810126582278
258.8354430379747,152.83544303797467
258.82278481012656,152.8227848101266
258.8101265822785,152.81012658227849
258.7974683544304,152.79746835443038
258.7848101265823,152.78481012658227
258.7721518987342,152.77215189873417
258.75949367088606,152.7594936708861
258.746835443038,152.74683544303798
258.73417721518985,152.73417721518987
258.72151898734177,152.72151898734177
258.7088607594937,152.70886075949366
258.69620253164555,152.69620253164558
258.6835443037975,152.68354430379748
258.67088607594934,152.67088607594937
258.65822784810126,152.65822784810126
258.6455696202532,152.64556962025316
258.63291139240505,152.63291139240508
258.62025316455697,152.62025316455697
258.60759493670884,152.60759493670886
258.59493670886076,152.59493670886076
258.5822784810127,152.58227848101265
258.56962025316454,152.56962025316454
258.55696202531647,152.55696202531647
258.54430379746833,152.54430379746836
258.53164556962025,152.53164556962025
258.5189873417722,152.51898734177215
258.50632911392404,152.50632911392404
258.49367088607596,152.49367088607596
258.4810126582278,152.48101265822785
258.46835443037975,152.46835443037975
258.45569620253167,152.45569620253164
258.44303797468353,152.44303797468353
258.43037974683546,152.43037974683546
258.4177215189873,152.41772151898735
258.40506329113924,152.40506329113924
258.39240506329116,152.39240506329114
258.37974683544303,152.37974683544303
258.36708860759495,152.36708860759492
258.3544303797468,152.35443037974684
258.34177215189874,152.34177215189874
258.32911392405066,152.32911392405063
258.3164556962025,152.31645569620252
258.30379746835445,152.30379746835442
258.2911392405063,152.29113924050634
258.27848101265823,152.27848101265823
258.26582278481015,152.26582278481013
258.253164556962,152.25316455696202
258.24050632911394,152.2405063291139
258.2278481012658,152.22784810126583
258.2151898734177,152.21518987341773
258.2025316455696,152.20253164556962
258.1898734177215,152.18987341772151
258.17721518987344,152.1772151898734
258.1645569620253,152.16455696202533
258.1518987341772,152.15189873417722
258.1392405063291,152.13924050632912
258.126582278481,152.126582278481
258.11392405063293,152.1139240506329
258.1012658227848,152.1012658227848
258.0886075949367,152.08860759493672
258.0759493670886,152.0759493670886
258.0632911392405,152.0632911392405
258.0506329113924,152.0506329113924
258.0379746835443,152.0379746835443
258.0253164556962,152.0253164556962
258.0126582278481,152.0126582278481
258.0,152.0
258.0,152.0
257.9873417721519,152.0126582278481
257.9746835443038,152.0253164556962
257.9620253164557,152.0379746835443
257.9493670886076,152.0506329113924
257.9367088607595,152.0632911392405
257.9240506329114,152.0759493670886
257.9113924050633,152.08860759493672
257.8987341772152,152.1012658227848
257.88607594936707,152.1139240506329
257.873417721519,152.126582278481
257.8607594936709,152.13924050632912
257.8481012658228,152.15189873417722
257.8354430379747,152.16455696202533
257.82278481012656,152.1772151898734
257.8101265822785,152.18987341772151
257.7974683544304,152.20253164556962
257.7848101265823,152.21518987341773
257.7721518987342,152.22784810126583
257.75949367088606,152.2405063291139
257.746835443038,152.25316455696202
257.73417721518985,152.26582278481013
257.72151898734177,152.27848101265823
257.7088607594937,152.29113924050634
257.69620253164555,152.30379746835442
257.6835443037975,152.31645569620252
257.67088607594934,152.32911392405063
257.65822784810126,152.34177215189874
257.6455696202532,152.35443037974684
257.63291139240505,152.36708860759492
257.62025316455697,152.37974683544303
257.60759493670884,152.39240506329114
257.59493670886076,152.40506329113924
257.5822784810127,152.41772151898735
257.56962025316454,152.43037974683546
257.55696202531647,152.44303797468353
257.54430379746833,152.45569620253164
257.53164556962025,152.46835443037975
257.5189873417722,152.48101265822785
257.50632911392404,152.49367088607596
257.49367088607596,152.50632911392404
257.4810126582278,152.51898734177215
257.46835443037975,152.53164556962025
257.45569620253167,152.54430379746836
257.44303797468353,152.55696202531647
257.43037974683546,152.56962025316454
257.4177215189873,152.58227848101265
257.40506329113924,152.59493670886076
257.39240506329116,152.60759493670886
257.37974683544303,152.62025316455697
257.36708860759495,152.63291139240508
257.3544303797468,152.64556962025316
257.34177215189874,152.65822784810126
257.32911392405066,152.67088607594937
257.3164556962025,152.68354430379748
257.30379746835445,152.69620253164558
257.2911392405063,152.70886075949366
257.27848101265823,152.72151898734177
257.26582278481015,152.73417721518987
257.253164556962,152.74683544303798
257.24050632911394,152.7594936708861
257.2278481012658,152.77215189873417
257.2151898734177,152.78481012658227
257.2025316455696,152.79746835443038
257.1898734177215,152.81012658227849
257.17721518987344,152.8227848101266
257.1645569620253,152.83544303797467
257.1518987341772,152.84810126582278
257.1392405063291,152.86075949367088
257.126582278481,152.873417721519
257.11392405063293,152.8860759493671
257.1012658227848,152.8987341772152
257.0886075949367,152.91139240506328
257.0759493670886,152.9240506329114
257.0632911392405,152.9367088607595
257.0506329113924,152.9493670886076
257.0379746835443,152.9620253164557
257.0253164556962,152.9746835443038
257.0126582278481,152.9873417721519
257.0,153.0
257.0,153.0
256.9620253164557,153.0
256.9240506329114,153.0
256.88607594936707,153.0
256.8481012658228,153.0
256.8101265822785,153.0
256.7721518987342,153.0
256.73417721518985,153.0
256.69620253164555,153.0
256.65822784810126,153.0
256.62025316455697,153.0
256.5822784810127,153.0
256.54430379746833,153.0
256.50632911392404,153.0
256.46835443037975,153.0
256.43037974683546,153.0
256.39240506329116,153.0
256.3544303797468,153.0
256.3164556962025,153.0
256.27848101265823,153.0
256.24050632911394,153.0
256.2025316455696,153.0
256.1645569620253,153.0
256.126582278481,153.0
256.0886075949367,153.0
256.0506329113924,153.0
256.0126582278481,153.0
255.9746835443038,153.0
255.9367088607595,153.0
255.8987341772152,153.0
255.86075949367088,153.0
255.8227848101266,153.0
255.78481012658227,153.0
255.74683544303798,153.0
255.70886075949366,153.0
255.67088607594937,153.0
255.63291139240508,153.0
