"child_ids","rmse","weighted_x_freq_gain","weighted_y_freq_gain","speed","acceleration","jerk","interrupted"
729,"510.516828158881","3.82077309748631","10.3278003212116","3.70422206240019","0.0857102696800746","0.00496316893738849","0"
