"","x"
"491",-48.9964772658672
"492",-48.9964772658672
"493",-48.9964772658672
"494",-48.9964772658672
"495",-48.9964772658672
"496",-48.9964772658672
"497",-48.9964772658672
"498",-48.9964772658672
"499",-48.9964772658672
"500",-48.9964772658672
"501",-48.9964772658672
"502",-48.9964772658672
"503",-48.9964772658672
"504",-48.9964772658672
"505",-48.9964772658672
"506",-48.9964772658672
"507",-48.9964772658672
"508",-48.9964772658672
"509",-48.9964772658672
"510",-48.9964772658672
"511",-48.9964772658672
"512",-48.9964772658672
"513",-48.9964772658672
"514",-48.9964772658672
"515",-48.9964772658672
"516",-48.9964772658672
"517",-48.9964772658672
"518",-48.9964772658672
"519",-48.9964772658672
"520",-48.9964772658672
"521",-48.9964772658672
"522",-48.9964772658672
"523",-48.9964772658672
"524",-48.9964772658672
"525",-48.9964772658672
"526",-48.9964772658672
"527",-48.9964772658672
"528",-48.9964772658672
"529",-48.9964772658672
